1	Helsinki,	Finlandia
Es raro ver artesanos con ventas ambulantes en la Zona T y aún más raro compradores ; especialmente porque si tenéis Ferragamo y Prada en los locales del frente la competencia es difícil  .	1	
Es verdad que el amor es raro te hace feliz y te hace llorar Pero lo más raro es que no lo dejamos de buscar  .	1	
Esto es tan raro y lindo , más raro que lindo  .	1	
Fue raro que cambiarán el horario y todavía es más raro que Lali no haya aparecido en todo el día , q estará pasando  ?	1	
Fue raro ver que había puesto una foto con una niña y lo más raro fue  .	1	
Fue un día muy raro , y terminó más raro aún  .	1	
Hay libros excesivos , del tipo Mira como sufro y lo raro que soy , pero escribo y me enorgullezco de ser cada vez más raro  .	1	
He vuelto a tener el sueño más raro de mi vida o sea raro no , lo siguiente YO LLEVANDOME BIEN CON ESA CHAVALA VAMOS A VER DE QUE VAS CABEZA	1	
Hola lalo soy vero de ramallo lo más raro que como és manzanas verde con mate ja no se sí és raro pero a mi me gusta	1	
John Ayala los otros gatos gatos como wtf el raro patas cortas se puso aún más raro	1	
Las pitones son constrictoras matan por medio de asfixia y éstas no matan sólo por matar , no dejan a una presa muerta así nada más , como dice Chenny Zamudio , es muy raro que sólo los haya matado , y aún más raro es que los haya atacado a los dos en el cuello las serpientes no tienen esa capacidad para discernir cual parte es mas vulnerable , sólo aprietan a la víctima hasta que deja de respirar  .	1	
Le parecía tan raro que simplemente se hubieran esfumado , y más raro le pareció aún que Allison apareciese un día en su puerta para avisarle que no recordaba nada de dónde había estado y que simplemente sabía que estaba embarazada  .	1	
Lo más raro es enamorarme de alguien pero de verdad eso es raro y hermoso	1	
Lugares raros y diferentes donde los halla , nosotros la llamamos la casa- bar , uno pasa por allí y se para si o si , te saluda un perro , un hippie , otro te mira raro y tu miras más raro aun  .	1	
Me parece raro que renu no me aparezca cuando la busco por el user y más raro sería si se lo hubiese cambiado por qué ni en el muro aparece	1	
275	raro,	rarísimo
@HaikyuuWhatsapp pues es rarísimo , ya que no publicais nada raro // bueno , me alegro de que ya esté arreglado	1	
@IrrakaWolf no se , sólo se me hace rarísimo tanta amabilidad jaja es raro , soy raro  .	1	
@SooleRamos YO se que fue rarísimo , y fue más raro que me vengas a verme	1	
@TennisChannels Ya te digo lo raro es que no hayan apaleado aun a más de un tipster , rarísimo  .	1	
@guitartute sos más raro que mi tio cuando me saluda con un beso en el cachete , rarísimo	1	
@puche3 @quepesadoeres no sé me huele raro todo , es que es rarísimo	1	
A todo esto me pasó algo rarísimo , bueno no raro , pero creo que cae en la categoría de lo bizarro , fue como una caída freak o weona , no sé	1	
A usted le gusta todo lo exsoptico y raro pero cada cual tiene su preferencia de lo absurdo a lo rarísimo	1	
Antes veía a daniel con perilla y bigote y se me hacía rarísimo , ahora se la quita , y dios , me parecería súper raro , está guapísimo así	1	
Ayer era un día más raro del mundo ósea nunca me paso la vida que fue muy rarísimo Ósea soy bipolar o que mierda  ?	1	
Buen dia lo más raro nos han pedido en los útiles es papel higiénico Pero lo de verás rarísimo es q cuando los niños lo nececitaban nunca le daban jijijij	1	
Daniel tal vez lo que tu tienes se llama ezquizofrenia , lo raro es que tan pequeño te hayan medicado si es rarísimo diagnosticar así a los niños , / yo dudo  .	1	
El mas loco y raro fue el que soñaba que viajaba en un avión y literalmente me moría fue rarísimo y no se imaginan como me despesperte fue muy raro y no lo olvido fueron sentimientos encontrados  !	1	
Es jodidamente raro que a mi alguien me llame la atención , pero rarísimo  .	1	
Es raro no hablar , no saludarnos más , rarísimo	1	
Es raro no pasar el día del amigo con mis amigos de joda , es rarísimo  .	1	
Es todo muy raro , la madrina , el marido , los padres de Lola , todo rarísimo  !	1	
Esas son cosas que nunca me ha gustado realizar en público y en el colegio tampoco porque los compañeros se quedan viendo rarísimo como si uno fuera algún bicho raro como tú mismo lo dices Mi país lastimosamente es un país muy discriminante y pasan esas cosas pero con tus palabras me da valor para hacerlo	1	
Eso es rarísimo con personas que tienen dinero , pero más raro cuando es robado , y pueden comprar a las autoridades	1	
He tenido un sueño rarísimo y me he despertado y todo más raro aún	1	
Hoy me dijeron hablas muy mexicano uy qué raro , no entiendo por qué no hablo muy coreano , rarísimo  .	1	
Lo que sucede que alguien bizarro en estos días es algo raro , como decir , honesto , casto , rarísimo encontrar alguien así  !	1	
Mi marido fue rarísimo por que yo estaba cocinando y me miraba raro le digo que te pasa que me miras asi y me dice vos estas rara te pasa algo no nada por  ?	1	
Muy raro que abandonarán dejando arma droga y la guagua prendida rarísimo , la policía solo se encontró con eso de casualidad por que no fue ninguna intervención	1	
No , es rarísimo cuando él chabon dice rombai de fiesta es tan raro	1	
No hay nada raro , aquí es todo transparente para poder asegurae un sorteo rarísimo OLE TUS COJONES	1	
Por que seguro anoche en este país mataron a más de 200 y nadie llora , ni reza , ni nada , que raro que lo nuestro no nos preocupe , vé , rarísimo  .	1	
Q raro no hace rato q figura tener 52 años rarísimo no  ?	1	
Que el lector sienta que está en un mundo muy extraño , que él mismo es muy extraño , que el hecho de vivir es rarísimo , que el hecho de que haya tres dimensiones es raro , que el fuego y el tiempo son rarísimos  .	1	
Que raro me parece todo , rarísimo  .	1	
Que raro no suban las notas a tiempo rarísimo  !	1	
Que raro que eso pase en Colombia , pero rarísimo  .	1	
Que raro que justo cuando le dije que me gustaba jaramillo a ella también , rarísimo	1	
Que raro que nunca hubo corrupción es en las administraciones anteriores rarísimo	1	
Que raro que todavía no cortaron la luz , rarísimo	1	
Que raro santi no me dijo nada y estoy en bolas rarísimo	1	
Que raro yo soñando con mujeres eh rarísimo	1	
Sueño para raro , para no decir rarísimo	1	
Tan raro ahora todas fanáticas de Maroon 5 , rarísimo  .	1	
Tan raro que la futbolmania no transmite esta final , rarísimo  !	1	
Tan raro que me deje hablando sola , rarísimo  .	1	
Tan raro que mi papa no salga con nada , rarísimo  .	1	
Tan raro que un día me quieran y al siguiente ya no , rarísimo  .	1	
Tenemos este rarísimo EP en subasta porque es tan raro que no tiene precio  .	1	
Tuve un sueño rarísimo , encima me lo acuerdo eso es lo más raro	1	
hoy he tenido un sueño to raro pero en serio rarísimo	1	
qué raro el siendo lindo rarísimo mentirA	1	
qué raro ella publicando algo relacionado con josh y después lo borra , rarísimo no sabes	1	
qué raro que no sepa nada para las dos pruebas de mañana , rarísimo	1	
sois la releche , llueve en almeria que ya es rarísimo y poneis imágenes de alicante , que es raro el da que no las poneis , @tiempobrasero	1	
276	fuerte,	fuertísimo
Aqui en Quebrada Honda de mora carretera a Puriscal llueve muy fuerte y el temblor fuertísimo	1	
Aqui en boca de arenal se sintió fuertísimo todos los vecinos se tiraron a la calle se sintio mucho mas fuerte que el de sinchona  .	1	
Creo que siempre hemos usado fuertísimo como superlativo de fuerte entre todos los parlantes de habla hispana a tal extremo que decir fortísimo se escucha medio raro  .	1	
El dolor que yo sufrí por apendicitis es algo fuertísimo , me empezó en la noche como un dolor fuerte de estómago pero mas hacia la derecha , y conforme fue avanzando me dolía la pierna derecha y ya en la mañana no podía ni caminar de lo severo que era  !	1	
Es fuertísimo , pero es tan fuerte porque es la pura verdad	1	
La gente joven viene fuerte al igual que llegó fuertísimo	1	
Me despegue un poco de la ventana al oír sus pasos pero el siguió mirándome por su ventana hasta que oigo que golpean la puerta para ver si estoy , y lo miro al chico y cada vez gruño mas fuerte y el solo se limita a sonreír , pego un fuertísimo ladrido como diciendo vete ahora o moriras  !	1	
Me rasgo tan fuerte que solté un gemido fuertísimo , empecé a bajar , hasta llegar a su abdomen , pase mi lengua por el , y empecé a bajar un poco más , baje sus pantalones y sus pantis , llegue ahí , a su vagina , para mi , el paraíso  .	1	
Me siento fuerte y si alcanzarán a ver mi jummmm ese sí que está fuertísimo	1	
Pues yo vivo en Villa de Alvarez y esta lloviendo fuertísimo y con mucho aire , esta más fuerte que en la tarde	1	
Se nota que anda fuertísimo , pero más me sorprendió que anduviera tan fuerte entre medio de gente que generalmente no sabe manejar  .	1	
Tembló fuertísimo pero no tan fuerte como mis ganas de respetar a La Mujer  .	1	
Un fuertísimo abrazo para ti , aunque el que te di ayer fue bien fuerte jejejej  .	1	
277	extraño,	más extraño
Lo más extraño , es que no te extraño  .	2	
No sé , que es más extraño ver como te conocí o aún así sin conocerte ver como te extraño	2	
@ShadowedLight Era extraño que no hubiera vuelto a casa , pero aún más extraño que el muy condenado ni siquiera se hubiera pasado a	1	
@WeasFreddie nueva , amar a cada extraño , y cuanto más extraño , mejor  .	1	
@patostrassera los extraño a todos , pero lo que más extraño lejos es el grito de La Tesi o La Fuerte del panza jajajjaja	1	
A ella no la extraño , lo que más extraño es a su familia siempre re piolas conmigo	1	
Cada corte me recordaba a un momento en especial así que contaba a Alan cuales eran por cuales razones , resultaba raro y extraño , nuestro amor es extraño , porque somos extraños , así que algo un poco extraño no nos haría más extraño de lo que somos  .	1	
Como extraño todo eso y más extraño pasar con toda la familia	1	
Cómo extraño tu locura y es irónico pensar que lo que más extraño es lo que más me molestaba de ti  .	1	
El efecto de extrañar es aún más extraño , pues no extrañas a alguien , extrañas lo extraño que te hacía sentir	1	
En el mundo en que vivimos resulta extraño no tener ejército , pero más extraño me resulta que llamemos educación gratuita a lo que tenemos hoy en día  .	1	
Es algo extraño querer a dos personas a la vez , pero más extraño es fingir que todo está bien cuando esas dos piezas importantes están lejos de ti  .	1	
Es algo muy extraño XD , pero lo más extraño fue que viajaste a Argentina para  .	1	
Es extraño como alguien que te engaña puede decir que te ama , pero es más extraño creer que te aman aún cuando te engañan	1	
Es extraño estar deprimido , pero más extraño es cuando te das cuenta que no tienes ningún motivo para estar deprimido  .	1	
Es extraño no saber que somos , Pero más extraño es saber que t extraño  .	1	
Es extraño tener voces en la cabeza , pero más extraño es que no sean las de mi cuñao	1	
Esa persona me hiso daño pero lo más extraño es que la extraño v	1	
Esas ganas de tocarte de más por si te extraño luego y besarte hasta que me canse , eso y más extraño de nosotros mi amor  .	1	
